Raga Name Raw,Raga Name,AAROHANAM,AVAROHANAM,Melakarta,Melakarta Name,path,avro_path,pali,value,raaga,Raga_Rank
Bhogachāyā Nāttai,Bhogachāyā Nāttai,S R3 G3 R3 G3 M1 P N2 N2 S,S N2 D2 N2 P S N2 P M1 M1 R3 S,0.0,Vāgadhīśvari,S-R3-G3-R3-G3-M1-P-N2-N2-S,S-N2-D2-N2-P-S-N2-P-M1-M1-R3-S,False,1,Bhogachāyā Nāttai,34.0
Bhānumanjari,Bhānumanjari,S R3 G3 M1 P N2 S,S N2 P M1 R3 G3 R3 S,0.0,Vāgadhīśvari,S-R3-G3-M1-P-N2-S,S-N2-P-M1-R3-G3-R3-S,False,1,Bhānumanjari,34.0
Chāyanāttai,Chāyanāttai,S R3 G3 M1 P M1 P S,S N2 D2 N2 P M1 R3 S,0.0,Vāgadhīśvari,S-R3-G3-M1-P-M1-P-S,S-N2-D2-N2-P-M1-R3-S,False,1,Chāyanāttai,34.0
Maghathi,Maghathi,S R3 M1 P D2 N2 S,S N2 D2 P M1 R3 S,0.0,Vāgadhīśvari,S-R3-M1-P-D2-N2-S,S-N2-D2-P-M1-R3-S,True,1,Maghathi,34.0
Drāvida Kalāvati,Drāvida Kalāvati,S R3 G3 P D2 S,S N2 D2 P G3 R3 S,0.0,Vāgadhīśvari,S-R3-G3-P-D2-S,S-N2-D2-P-G3-R3-S,False,1,Drāvida Kalāvati,34.0
Mohanāngi,Mohanāngi,S R3 G3 P D2 S,S D2 P G3 P D2 P G3 R3 S,0.0,Vāgadhīśvari,S-R3-G3-P-D2-S,S-D2-P-G3-P-D2-P-G3-R3-S,False,1,Mohanāngi,34.0
Murali,Murali,S R3 G3 M1 D2 N2 S,S N2 D2 M1 G3 R3 S,0.0,Vāgadhīśvari,S-R3-G3-M1-D2-N2-S,S-N2-D2-M1-G3-R3-S,True,1,Murali,34.0
Sharadabharana,Sharadabharana,S M1 G3 M1 P M1 D2 N2 S,S N2 D2 M1 P M1 R3 S,0.0,Vāgadhīśvari,S-M1-G3-M1-P-M1-D2-N2-S,S-N2-D2-M1-P-M1-R3-S,False,1,Sharadabharana,34.0
Vikhavathi,Vikhavathi,S R3 G3 P D2 S,S D2 P G3 R3 S,0.0,Vāgadhīśvari,S-R3-G3-P-D2-S,S-D2-P-G3-R3-S,True,1,Vikhavathi,34.0
35 Śūlini,Śūlini,S R3 G3 M1 P D2 N3 S,S N3 D2 P M1 G3 R3 S,1.0,Śūlini,S-R3-G3-M1-P-D2-N3-S,S-N3-D2-P-M1-G3-R3-S,True,1,Śūlini,35.0
Shailadeshākshhi,Shailadeshākshhi,S M1 G3 P D2 S,S N3 D2 S N3 P M1 G3 S,0.0,Śūlini,S-M1-G3-P-D2-S,S-N3-D2-S-N3-P-M1-G3-S,False,1,Shailadeshākshhi,35.0
Suryavasantham,Suryavasantham,S M1 G3 M1 D2 N3 S,S N3 D2 M1 G3 R3 S,0.0,Śūlini,S-M1-G3-M1-D2-N3-S,S-N3-D2-M1-G3-R3-S,False,1,Suryavasantham,35.0
Dheerahindolam,Dheerahindolam,S G3 M1 D2 N3 S,S N3 D2 P M1 G3 R3 S,0.0,Śūlini,S-G3-M1-D2-N3-S,S-N3-D2-P-M1-G3-R3-S,False,1,Dheerahindolam,35.0
Ganavaridhi,Ganavaridhi,S M1 R3 G3 M1 P D2 N2 S,S D2 N2 P M1 R3 S,0.0,Śūlini,S-M1-R3-G3-M1-P-D2-N2-S,S-D2-N2-P-M1-R3-S,False,1,Ganavaridhi,35.0
Shokavarāli,Shokavarāli,S G3 D2 N3,D2 P M1 G3 R3 S,0.0,Śūlini,S-G3-D2-N3,D2-P-M1-G3-R3-S,False,1,Shokavarāli,35.0
36 Chalanāṭṭai,Chalanāṭṭai,S R3 G3 M1 P D3 N3 S,S N3 D3 P M1 G3 R3 S,1.0,Chalanāṭṭai,S-R3-G3-M1-P-D3-N3-S,S-N3-D3-P-M1-G3-R3-S,True,1,Chalanāṭṭai,36.0
Devanāttai,Devanāttai,S G3 M1 P S,S N3 D3 P M1 G3 R3 S,0.0,Chalanāṭṭai,S-G3-M1-P-S,S-N3-D3-P-M1-G3-R3-S,False,1,Devanāttai,36.0
Ganaranjani,Ganaranjani,S R3 G3 M1 P M1 D3 N3 S,S N3 D3 P M1 P M1 R3 S,0.0,Chalanāṭṭai,S-R3-G3-M1-P-M1-D3-N3-S,S-N3-D3-P-M1-P-M1-R3-S,False,1,Ganaranjani,36.0
Nāṭṭai,Nāṭṭai,S R3 G3 M1 P N3 S,S N3 P M1 G3 R3 S,0.0,Chalanāṭṭai,S-R3-G3-M1-P-N3-S,S-N3-P-M1-G3-R3-S,True,1,Nāṭṭai,36.0
37 Sālagam,Sālagam,S R1 G1 M2 P D1 N1 S,S N1 D1 P M2 G1 R1 S,1.0,Sālagam,S-R1-G1-M2-P-D1-N1-S,S-N1-D1-P-M2-G1-R1-S,True,1,Sālagam,37.0
Sowgandhini,Sowgandhini,S R1 M2 P D1 S,S N1 D1 P M2 G1 R1 S,0.0,Sālagam,S-R1-M2-P-D1-S,S-N1-D1-P-M2-G1-R1-S,False,1,Sowgandhini,37.0
Bhogasāveri,Bhogasāveri,S R1 M2 D1 N1,D1 P M2 G1 R1 S,0.0,Sālagam,S-R1-M2-D1-N1,D1-P-M2-G1-R1-S,False,1,Bhogasāveri,37.0
38 Jalārnavam,Jalārnavam,S R1 G1 M2 P D1 N2 S,S N2 D1 P M2 G1 R1 S,1.0,Jalārnavam,S-R1-G1-M2-P-D1-N2-S,S-N2-D1-P-M2-G1-R1-S,True,1,Jalārnavam,38.0
Jaganmohana,Jaganmohana,S R1 G1 M2 P D2 S,S N2 D1 P M2 G1 R1 S,0.0,Jalārnavam,S-R1-G1-M2-P-D2-S,S-N2-D1-P-M2-G1-R1-S,False,1,Jaganmohana,38.0
39 Jhālavarāḷi,Jhālavarāḷi,S R1 G1 M2 P D1 N3 S,S N3 D1 P M2 G1 R1 S,1.0,Jhālavarāḷi,S-R1-G1-M2-P-D1-N3-S,S-N3-D1-P-M2-G1-R1-S,True,1,Jhālavarāḷi,39.0
Bhoopālapanchamam,Bhoopālapanchamam,S G1 R1 G1 P M2 D1 S,S P D1 M2 G1 R1 S,0.0,Jhālavarāḷi,S-G1-R1-G1-P-M2-D1-S,S-P-D1-M2-G1-R1-S,False,1,Bhoopālapanchamam,39.0
Godari,Godari,S R1 G1 R1 M2 G1 M2 P D1 N3 S,S N3 D1 P M2 R1 S,0.0,Jhālavarāḷi,S-R1-G1-R1-M2-G1-M2-P-D1-N3-S,S-N3-D1-P-M2-R1-S,False,1,Godari,39.0
Jālasugandhi,Jālasugandhi,S R1 G1 M2 P D1 S,S D1 P M2 G1 R1 S,0.0,Jhālavarāḷi,S-R1-G1-M2-P-D1-S,S-D1-P-M2-G1-R1-S,True,1,Jālasugandhi,39.0
Janāvali,Janāvali,S G2 R1 G2 M2 P D1 N3 D1 S,S N3 D1 P M2 G2 R1 S,0.0,Jhālavarāḷi,S-G2-R1-G2-M2-P-D1-N3-D1-S,S-N3-D1-P-M2-G2-R1-S,False,1,Janāvali,39.0
Karunāmritavarshini,Karunāmritavarshini,S R1 G1 M2 P D1 N3 P S,S N3 D1 M2 G1 R1 S,0.0,Jhālavarāḷi,S-R1-G1-M2-P-D1-N3-P-S,S-N3-D1-M2-G1-R1-S,False,1,Karunāmritavarshini,39.0
Kokilapanchamam,Kokilapanchamam,S G1 R1 G1 P D1 N3 S,S N3 D1 P M2 G1 R1 S,0.0,Jhālavarāḷi,S-G1-R1-G1-P-D1-N3-S,S-N3-D1-P-M2-G1-R1-S,False,1,Kokilapanchamam,39.0
Varāli,Varāli,S G1 R1 G1 M2 P D1 N3 S,S N3 D1 P M2 G1 R1 S,0.0,Jhālavarāḷi,S-G1-R1-G1-M2-P-D1-N3-S,S-N3-D1-P-M2-G1-R1-S,False,1,Varāli,39.0
40 Navanītam,Navanītam,S R1 G1 M2 P D2 N2 S,S N2 D2 P M2 G1 R1 S,1.0,Navanītam,S-R1-G1-M2-P-D2-N2-S,S-N2-D2-P-M2-G1-R1-S,True,1,Navanītam,40.0
Nabhomani,Nabhomani,S G1 R1 G1 M2 P S,S N2 D2 P M2 G1 R1 S,0.0,Navanītam,S-G1-R1-G1-M2-P-S,S-N2-D2-P-M2-G1-R1-S,False,1,Nabhomani,40.0
41 Pāvani,Pāvani,S R1 G1 M2 P D2 N3 S,S N3 D2 P M2 G1 R1 S,1.0,Pāvani,S-R1-G1-M2-P-D2-N3-S,S-N3-D2-P-M2-G1-R1-S,True,1,Pāvani,41.0
Kumbhini,Kumbhini,S G1 R1 G1 M2 P N3 D2 N3 S,S N3 D2 P M2 G1 R1 S,0.0,Pāvani,S-G1-R1-G1-M2-P-N3-D2-N3-S,S-N3-D2-P-M2-G1-R1-S,False,1,Kumbhini,41.0
Chandrajyothi,Chandrajyothi,S R1 G1 M2 P D2 S,S D2 P M2 G1 R1 S,0.0,Pāvani,S-R1-G1-M2-P-D2-S,S-D2-P-M2-G1-R1-S,True,1,Chandrajyothi,41.0
Prabhāvali,Prabhāvali,S R1 M2 P D2 N3 S,S N3 D2 M2 P M2 R1 G1 R1 S,0.0,Pāvani,S-R1-M2-P-D2-N3-S,S-N3-D2-M2-P-M2-R1-G1-R1-S,False,1,Prabhāvali,41.0
Poornalalitha,Poornalalitha,S R1 M2 G1 R1 M2 P N3 D2 N3 S,S N3 D2 P M2 G1 R1 S,0.0,Pāvani,S-R1-M2-G1-R1-M2-P-N3-D2-N3-S,S-N3-D2-P-M2-G1-R1-S,False,1,Poornalalitha,41.0
Poornapanchamam,Poornapanchamam,"(See 15, 16) S R1 G1 M2 P D2",D2 P M2 G1 R1 S,0.0,Pāvani,"(See 15, 16) S-R1-G1-M2-P-D2",D2-P-M2-G1-R1-S,False,1,Poornapanchamam,41.0
42 Raghupriyā,Raghupriyā,S R1 G1 M2 P D3 N3 S,S N3 D3 P M2 G1 R1 S,1.0,Raghupriyā,S-R1-G1-M2-P-D3-N3-S,S-N3-D3-P-M2-G1-R1-S,True,1,Raghupriyā,42.0
Ravi Kriyā,Ravi Kriyā,S G1 R1 G1 M2 P D3 N3 S,S N3 P M2 G1 R1 S,0.0,Raghupriyā,S-G1-R1-G1-M2-P-D3-N3-S,S-N3-P-M2-G1-R1-S,False,1,Ravi Kriyā,42.0
